index,nlipktrlsm,tahuntrlsm,kdjektrlsm,jalur,llsketrlsm,toefltrlsm,kursitrlsm,jcutitrlsm,stwsdtrlsm,nmpstmspst,preditrlsm,tepat_waktu
2651,2.0,2012.0,1,0,4514.0,440.0,77.0,0.0,0.0,1,4,False
2091,2.0,2011.0,2,3,6128.0,477.0,69.0,0.0,0.0,2,4,False
1611,3.0,2014.0,2,3,7827.0,440.0,29.0,0.0,0.0,2,2,True
595,2.0,2013.0,1,4,7268.0,460.0,77.0,0.0,0.0,1,4,True
182,2.0,2010.0,1,1,5733.0,400.0,103.0,0.0,0.0,5,4,False
2193,2.0,2011.0,2,4,5793.0,413.0,72.0,0.0,0.0,1,4,True
130,2.0,2010.0,2,3,5681.0,423.0,70.0,0.0,0.0,2,4,False
3349,2.0,2014.0,1,3,8210.0,423.0,77.0,0.0,0.0,2,4,False
647,1.0,2010.0,1,1,7320.0,400.0,77.0,0.0,0.0,5,4,False
649,1.0,2010.0,2,1,7322.0,407.0,77.0,0.0,0.0,5,4,False
297,3.0,2012.0,1,0,4675.0,507.5,77.0,0.0,0.0,5,4,False
992,2.0,2012.0,1,1,6906.0,470.0,111.0,0.0,0.0,4,4,False
2954,2.0,2012.0,1,1,7688.0,433.0,152.125,0.0,0.0,5,4,False
3183,2.0,2011.0,2,4,5955.0,443.0,152.125,0.0,0.0,1,4,True
3699,2.0,2013.0,2,1,7419.0,417.0,51.0,0.0,0.0,6,4,False
3113,2.0,2011.0,2,1,5886.0,450.0,79.0,0.0,0.0,6,4,True
3032,3.0,2012.0,2,4,6354.0,477.0,20.0,0.0,0.0,1,2,True
78,2.0,2010.0,1,1,6270.0,403.0,95.0,0.0,0.0,5,4,False
2506,2.0,2009.0,1,0,5588.0,413.0,53.0,0.0,0.0,1,4,False
395,2.0,2009.0,1,0,5194.0,400.0,77.0,0.0,0.0,4,4,False
663,2.0,2010.0,1,1,7336.0,500.0,77.0,0.0,0.0,5,4,False
2808,3.0,2010.0,2,1,5331.0,433.0,77.0,0.0,0.0,4,2,True
3803,3.0,2013.0,1,1,7523.0,400.0,28.0,0.0,0.0,5,2,False
3159,2.0,2011.0,2,3,5932.0,407.0,118.0,0.0,0.0,2,4,True
1414,2.0,2012.0,1,1,6602.0,410.0,136.0,0.0,0.0,4,4,True
817,3.0,2013.0,2,2,6993.0,400.0,17.0,0.0,0.0,3,2,True
3721,3.0,2013.0,2,2,7441.0,500.0,6.0,0.0,0.0,3,2,False
1687,2.0,2012.0,2,1,7862.0,477.0,152.125,0.0,0.0,5,4,False
1114,3.0,2014.0,2,3,7988.0,427.0,32.0,0.0,0.0,2,2,True
3003,2.0,2012.0,2,2,6326.0,457.0,64.0,0.0,0.0,3,4,True
1340,2.0,2012.0,2,3,6528.0,430.0,91.0,0.0,0.0,2,4,True
947,2.0,2012.0,2,2,6860.0,403.0,87.0,0.0,0.0,3,4,False
196,1.0,2012.0,2,0,4573.0,400.0,77.0,0.0,0.0,6,4,False
373,3.0,2010.0,1,3,5170.0,427.0,77.0,0.0,0.0,2,2,True
1905,1.0,2012.0,2,0,4394.0,400.0,77.0,0.0,0.0,1,4,False
2604,1.0,2012.0,2,0,4467.0,423.0,77.0,0.0,0.0,3,4,False
42,2.0,2012.0,2,3,6238.0,500.0,58.0,0.0,0.0,2,4,True
3362,2.0,2014.0,1,4,8222.0,450.0,77.0,0.0,0.0,1,4,False
1800,2.0,2014.0,2,4,7801.0,400.0,135.0,0.0,0.0,1,4,True
3895,2.0,2013.0,1,1,8467.0,440.0,152.125,0.0,0.0,4,4,False
1817,2.0,2013.0,2,1,7837.0,440.0,152.125,0.0,0.0,4,4,False
1945,2.0,2012.0,2,0,4809.0,400.0,77.0,0.0,0.0,3,4,True
2671,2.0,2012.0,2,0,4534.0,400.0,77.0,0.0,0.0,4,4,True
3220,2.0,2010.0,1,1,5989.0,447.0,152.125,0.0,0.0,4,4,False
526,2.0,2013.0,2,3,7199.0,400.0,77.0,0.0,0.0,2,4,True
2592,1.0,2012.0,1,6,4455.0,400.0,77.0,0.0,0.0,6,4,False
1152,2.0,2014.0,1,4,8026.0,427.0,152.125,0.0,0.0,1,4,True
2841,3.0,2013.0,2,1,7575.0,493.0,17.0,0.0,0.0,6,2,False
2814,1.0,2008.0,1,0,5339.0,413.0,77.0,0.0,0.0,5,4,False
1166,2.0,2014.0,2,1,8040.0,407.0,123.0,0.0,0.0,4,4,True
2899,2.0,2013.0,2,3,7633.0,410.0,107.0,0.0,0.0,2,4,False
1113,1.0,2013.0,2,3,7987.0,400.0,113.0,0.0,0.0,2,4,False
3406,2.0,2008.0,1,0,5362.0,427.0,59.0,0.0,0.0,6,4,False
3770,1.0,2013.0,1,4,7490.0,437.0,106.0,0.0,0.0,1,4,False
2955,3.0,2013.0,2,1,7689.0,400.0,49.0,0.0,0.0,5,2,False
257,2.0,2012.0,2,0,4635.0,440.0,77.0,0.0,0.0,2,4,False
845,1.0,2012.0,1,3,7021.0,503.0,110.0,0.0,0.0,2,4,False
1085,2.0,2014.0,2,2,7959.0,467.0,85.0,0.0,0.0,3,4,True
750,2.0,2014.0,1,1,8333.0,437.0,70.0,0.0,0.0,4,4,False
1715,2.0,2014.0,2,1,7731.0,447.0,86.0,0.0,0.0,6,4,True
3141,2.0,2008.0,1,0,5920.0,400.0,133.0,0.0,0.0,2,4,False
1350,2.0,2012.0,2,4,6537.0,433.0,152.125,0.0,0.0,1,4,True
1887,2.0,2012.0,2,0,4376.0,470.0,77.0,0.0,0.0,3,4,False
184,3.0,2010.0,2,1,5735.0,417.0,14.0,0.0,0.0,5,2,False
2950,2.0,2011.0,2,1,7684.0,420.0,139.0,0.0,0.0,4,4,False
2186,1.0,2009.0,1,0,5791.0,433.0,77.0,0.0,0.0,1,4,False
1261,2.0,2011.0,1,1,6449.0,400.0,30.0,0.0,0.0,6,4,False
1759,1.0,2013.0,2,3,7818.0,427.0,119.0,0.0,0.0,2,4,False
1101,3.0,2014.0,2,3,7975.0,400.0,27.0,0.0,0.0,2,2,True
888,2.0,2010.0,1,1,7064.0,467.0,129.0,0.0,0.0,4,4,False
3717,3.0,2013.0,2,2,7437.0,443.0,18.0,0.0,0.0,3,2,False
861,2.0,2010.0,1,4,7037.0,400.0,117.0,0.0,0.0,1,4,False
480,3.0,2013.0,2,2,7153.0,443.0,77.0,0.0,0.0,3,2,True
2297,3.0,2012.0,2,2,6739.0,403.0,17.0,0.0,0.0,3,2,False
105,2.0,2010.0,1,1,5656.0,400.0,50.0,0.0,0.0,6,4,False
1465,1.0,2010.0,1,1,6652.0,400.0,152.125,0.0,0.0,5,4,False
156,1.0,2010.0,2,1,5707.0,400.0,99.0,0.0,0.0,4,4,False
3449,2.0,2010.0,2,2,5397.0,413.0,85.0,0.0,0.0,3,4,True
2291,1.0,2012.0,2,2,6733.0,400.0,73.0,0.0,0.0,3,4,False
3424,2.0,2010.0,2,1,5372.0,400.0,69.0,0.0,0.0,6,4,True
237,2.0,2012.0,2,0,4615.0,400.0,77.0,0.0,0.0,2,4,False
1818,3.0,2014.0,2,1,7838.0,430.0,66.0,0.0,0.0,4,2,True
2645,3.0,2012.0,2,0,4508.0,410.0,77.0,0.0,0.0,1,2,True
625,2.0,2013.0,1,1,7298.0,493.0,77.0,0.0,0.0,4,4,True
1575,1.0,2013.0,2,2,7750.0,400.0,114.0,0.0,0.0,3,4,False
2925,3.0,2014.0,2,4,7659.0,450.0,31.0,0.0,0.0,1,2,True
2427,2.0,2008.0,1,0,4962.0,400.0,77.0,0.0,0.0,1,4,False
3339,2.0,2014.0,1,3,8200.0,423.0,77.0,0.0,0.0,2,4,False
2493,2.0,2010.0,2,3,5568.0,437.0,33.0,0.0,0.0,2,4,False
112,3.0,2011.0,2,1,5663.0,450.0,28.0,0.0,0.0,6,2,True
3784,2.0,2013.0,2,1,7504.0,400.0,115.0,0.0,0.0,4,4,False
2031,2.0,2011.0,1,1,6068.0,427.0,27.0,0.0,0.0,6,4,False
580,3.0,2012.0,1,4,7253.0,477.0,77.0,0.0,0.0,1,2,False
983,3.0,2013.0,2,4,6896.0,450.0,24.0,0.0,0.0,1,2,True
3793,2.0,2013.0,1,1,7512.0,433.0,124.0,0.0,0.0,5,4,True
1975,1.0,2012.0,2,0,4841.0,400.0,77.0,0.0,0.0,2,4,False
715,2.0,2014.0,1,3,8298.0,463.0,51.0,0.0,0.0,2,4,False
3737,2.0,2013.0,1,2,7457.0,403.0,76.0,0.0,0.0,3,4,False
3124,3.0,2011.0,1,2,5894.0,497.0,36.0,0.0,0.0,3,2,True
2678,3.0,2012.0,2,0,4541.0,417.0,77.0,0.0,0.0,5,2,True
1327,3.0,2012.0,2,3,6515.0,480.0,65.0,0.0,0.0,2,2,True
1513,2.0,2009.0,2,0,5051.0,400.0,77.0,0.0,0.0,2,4,False
781,2.0,2013.0,2,1,6957.0,430.0,65.0,0.0,0.0,6,4,True
1167,3.0,2014.0,2,1,8041.0,403.0,44.0,0.0,0.0,4,2,True
626,3.0,2013.0,2,1,7299.0,400.0,77.0,0.0,0.0,4,2,True
2575,2.0,2012.0,2,0,4438.0,463.0,77.0,0.0,0.0,6,4,True
3013,3.0,2012.0,2,3,6333.0,423.0,39.0,0.0,0.0,2,2,True
2581,1.0,2012.0,1,0,4444.0,470.0,77.0,0.0,0.0,6,4,True
1188,2.0,2013.0,1,1,8062.0,400.0,152.125,0.0,0.0,5,4,False
3695,2.0,2013.0,2,1,7415.0,403.0,48.0,0.0,0.0,6,4,True
3795,2.0,2013.0,1,1,7514.0,487.0,121.0,0.0,0.0,5,4,True
3336,3.0,2014.0,2,3,8197.0,443.0,77.0,0.0,0.0,2,2,False
3898,3.0,2015.0,2,1,8470.0,480.0,64.0,0.0,0.0,4,2,True
326,2.0,2010.0,2,1,5113.0,400.0,77.0,0.0,0.0,6,4,True
2568,2.0,2012.0,1,0,4431.0,420.0,77.0,0.0,0.0,6,4,True
1663,3.0,2014.0,2,1,7838.0,430.0,66.0,0.0,0.0,4,2,True
918,2.0,2010.0,2,1,6831.0,477.0,53.0,0.0,0.0,6,4,False
3681,2.0,2012.0,1,0,4784.0,400.0,77.0,0.0,0.0,5,4,False
505,2.0,2013.0,2,3,7178.0,437.0,77.0,0.0,0.0,2,4,True
3874,1.0,2014.0,1,4,8446.0,400.0,149.0,0.0,0.0,1,4,False
1103,3.0,2014.0,2,3,7977.0,400.0,28.0,0.0,0.0,2,2,True
3679,2.0,2012.0,1,0,4782.0,430.0,77.0,0.0,0.0,5,4,False
2330,3.0,2012.0,2,1,6772.0,483.0,13.0,0.0,0.0,4,2,False
852,3.0,2013.0,1,4,7028.0,493.0,28.0,0.0,0.0,1,2,True
3819,3.0,2015.0,2,1,8390.0,450.0,15.0,0.0,0.0,6,2,True
474,2.0,2013.0,2,2,7147.0,400.0,77.0,0.0,0.0,3,4,True
1483,2.0,2009.0,2,0,5021.0,433.0,3.125,0.0,0.0,3,4,True
1608,1.0,2011.0,1,3,7824.0,400.0,123.0,0.0,0.0,2,4,False
1616,2.0,2014.0,1,4,7773.0,427.0,137.0,0.0,0.0,1,4,True
2591,1.0,2012.0,1,6,4454.0,453.0,77.0,0.0,0.0,6,4,False
1439,2.0,2009.0,1,0,6649.0,400.0,152.125,0.0,0.0,5,4,False
1039,2.0,2014.0,2,1,7913.0,400.0,62.0,0.0,0.0,6,4,True
3375,1.0,2013.0,2,4,8236.0,420.0,77.0,0.0,0.0,1,4,False
2215,3.0,2011.0,2,1,5820.0,447.0,36.0,0.0,0.0,4,2,True
1066,3.0,2014.0,2,2,7940.0,437.0,19.0,0.0,0.0,3,2,True
2448,2.0,2009.0,1,0,4982.0,400.0,77.0,0.0,0.0,4,4,True
1037,3.0,2014.0,2,1,7911.0,413.0,3.125,0.0,0.0,6,2,True
3560,2.0,2008.0,1,0,5510.0,420.0,152.125,0.0,0.0,5,4,False
1708,1.0,2011.0,1,1,7883.0,423.0,152.125,0.0,0.0,5,4,False
2585,2.0,2012.0,2,0,4448.0,400.0,77.0,0.0,0.0,6,4,True
3569,2.0,2008.0,1,0,5521.0,507.5,152.125,0.0,0.0,5,4,False
1068,2.0,2013.0,2,2,7942.0,400.0,88.0,0.0,0.0,3,4,False
348,3.0,2010.0,2,2,5146.0,427.0,77.0,0.0,0.0,3,2,True
1930,3.0,2012.0,2,0,4794.0,400.0,77.0,0.0,0.0,6,2,True
3252,3.0,2008.0,2,0,6039.0,507.5,152.125,0.0,0.0,5,4,False
1073,2.0,2014.0,2,2,7947.0,443.0,79.0,0.0,0.0,3,4,True
180,3.0,2010.0,2,1,5731.0,507.5,10.0,0.0,0.0,5,2,False
3463,2.0,2010.0,1,3,5408.0,400.0,95.0,0.0,0.0,2,4,True
1512,3.0,2009.0,2,0,5050.0,400.0,77.0,0.0,0.0,2,2,False
887,3.0,2013.0,2,1,7063.0,440.0,46.0,0.0,0.0,4,2,True
2442,2.0,2009.0,2,0,4976.0,423.0,77.0,0.0,0.0,4,4,True
422,3.0,2010.0,1,1,5218.0,500.0,77.0,0.0,0.0,5,2,True
1889,2.0,2012.0,2,0,4378.0,423.0,77.0,0.0,0.0,3,4,False
929,2.0,2013.0,2,1,6842.0,400.0,56.0,0.0,0.0,6,4,True
1257,2.0,2012.0,2,1,6445.0,413.0,25.0,0.0,0.0,6,4,True
3595,2.0,2012.0,1,0,4701.0,413.0,77.0,0.0,0.0,6,4,True
2884,2.0,2013.0,1,3,7618.0,437.0,109.0,0.0,0.0,2,4,False
1142,2.0,2014.0,2,4,8016.0,400.0,152.125,0.0,0.0,1,4,True
1060,2.0,2013.0,2,2,7934.0,400.0,89.0,0.0,0.0,3,4,False
254,2.0,2012.0,1,0,4632.0,400.0,77.0,0.0,0.0,2,4,False
516,2.0,2013.0,2,3,7189.0,400.0,77.0,0.0,0.0,2,4,True
1502,2.0,2009.0,2,0,5040.0,400.0,77.0,0.0,0.0,2,4,False
3833,2.0,2014.0,2,2,8404.0,437.0,124.0,0.0,0.0,3,4,False
3843,3.0,2015.0,2,2,8414.0,403.0,26.0,0.0,0.0,3,2,True
3571,2.0,2008.0,1,0,5523.0,480.0,152.125,0.0,0.0,5,4,False
3038,2.0,2012.0,1,4,6361.0,463.0,87.0,0.0,0.0,1,4,True
705,2.0,2014.0,2,3,8288.0,400.0,56.0,0.0,0.0,2,4,False
3190,2.0,2011.0,2,4,5962.0,407.0,150.0,0.0,0.0,1,4,True
1906,1.0,2012.0,2,0,4395.0,403.0,77.0,0.0,0.0,1,4,False
2441,2.0,2008.0,2,0,4975.0,437.0,77.0,0.0,0.0,4,4,False
1049,2.0,2014.0,2,1,7923.0,473.0,59.0,0.0,0.0,6,4,False
2210,3.0,2011.0,2,1,5815.0,400.0,26.0,0.0,0.0,4,2,True
2237,2.0,2010.0,1,1,5841.0,413.0,93.0,0.0,0.0,5,4,False
1136,3.0,2014.0,2,4,8010.0,413.0,142.0,0.0,0.0,1,2,True
957,2.0,2012.0,1,2,6870.0,400.0,78.0,0.0,0.0,3,4,False
1263,2.0,2012.0,2,1,6451.0,400.0,23.0,0.0,0.0,6,4,True
2622,2.0,2012.0,1,0,4485.0,335.5,77.0,0.0,0.0,2,4,True
1791,2.0,2014.0,2,4,7792.0,427.0,136.0,0.0,0.0,1,4,True
1570,3.0,2014.0,1,1,7745.0,427.0,7.0,0.0,0.0,6,2,True
3944,2.0,2015.0,2,1,8516.0,400.0,152.125,0.0,0.0,5,4,True
265,1.0,2012.0,1,0,4643.0,440.0,77.0,0.0,0.0,2,4,False
2885,2.0,2013.0,2,3,7619.0,400.0,111.0,0.0,0.0,2,4,False
1243,2.0,2012.0,2,1,6431.0,400.0,13.0,0.0,0.0,6,4,True
3132,2.0,2010.0,1,2,5905.0,423.0,99.0,0.0,0.0,3,4,False
16,2.0,2011.0,2,2,6211.0,400.0,55.0,0.0,0.0,3,4,False
3185,2.0,2011.0,1,4,5957.0,407.0,146.0,0.0,0.0,1,4,True
3123,2.0,2011.0,2,2,5893.0,403.0,102.0,0.0,0.0,3,4,True
536,2.0,2013.0,2,3,7209.0,420.0,77.0,0.0,0.0,2,4,True
881,3.0,2013.0,2,1,7057.0,447.0,49.0,0.0,0.0,4,2,True
2537,2.0,2010.0,2,1,5613.0,400.0,67.0,0.0,0.0,4,4,False
2668,2.0,2012.0,1,0,4531.0,400.0,77.0,0.0,0.0,4,4,True
1462,1.0,2010.0,2,1,6642.0,493.0,152.125,0.0,0.0,5,4,False
1891,3.0,2012.0,2,0,4380.0,503.0,77.0,0.0,0.0,3,2,False
2196,3.0,2009.0,2,0,5804.0,403.0,82.0,0.0,0.0,4,4,False
3415,2.0,2010.0,1,1,5356.0,427.0,53.0,0.0,0.0,6,4,True
1375,2.0,2012.0,2,4,6563.0,403.0,152.125,0.0,0.0,1,4,True
747,3.0,2014.0,2,1,8330.0,400.0,29.0,0.0,0.0,4,2,False
809,2.0,2012.0,2,2,6985.0,427.0,88.0,0.0,0.0,3,4,False
3265,2.0,2010.0,1,1,6012.0,430.0,152.125,0.0,0.0,5,4,False
1150,2.0,2014.0,2,4,8024.0,407.0,152.125,0.0,0.0,1,4,True
65,1.0,2010.0,1,1,6261.0,400.0,85.0,0.0,0.0,4,4,False
363,1.0,2008.0,1,0,5168.0,410.0,77.0,0.0,0.0,2,4,False
1532,2.0,2009.0,2,0,5070.0,400.0,77.0,0.0,0.0,4,4,False
1988,2.0,2012.0,1,0,4854.0,427.0,77.0,0.0,0.0,1,4,True
3331,3.0,2014.0,2,2,8191.0,408.0,77.0,0.0,0.0,3,2,False
3225,2.0,2011.0,2,1,5995.0,407.0,152.125,0.0,0.0,4,4,True
3662,2.0,2012.0,1,0,4765.0,437.0,77.0,0.0,0.0,1,4,False
3410,2.0,2009.0,2,0,5371.0,400.0,68.0,0.0,0.0,6,4,False
1994,2.0,2011.0,1,4,4860.0,433.0,77.0,0.0,0.0,1,4,True
3368,2.0,2012.0,2,4,8228.0,410.0,77.0,0.0,0.0,1,4,False
2556,2.0,2012.0,2,0,4419.0,400.0,77.0,0.0,0.0,6,4,True
3950,2.0,2015.0,2,1,8523.0,473.0,152.125,0.0,0.0,5,4,True
2598,3.0,2012.0,2,0,4461.0,507.0,77.0,0.0,0.0,3,2,True
680,3.0,2013.0,1,1,7353.0,423.0,77.0,0.0,0.0,5,2,True
74,3.0,2009.0,1,0,6276.0,437.0,87.0,0.0,0.0,5,4,False
2321,2.0,2012.0,1,4,6763.0,400.0,95.0,0.0,0.0,1,4,False
2534,2.0,2010.0,1,1,5609.0,400.0,74.0,0.0,0.0,4,4,False
1871,3.0,2012.0,2,0,4360.0,427.0,77.0,0.0,0.0,6,2,True
304,3.0,2012.0,2,0,4682.0,463.0,77.0,0.0,0.0,5,2,False
3328,2.0,2014.0,2,2,8188.0,400.0,152.125,0.0,0.0,3,4,False
3434,2.0,2010.0,1,2,5376.0,400.0,73.0,0.0,0.0,3,4,True
1173,2.0,2014.0,1,1,8047.0,400.0,128.0,0.0,0.0,4,4,True
411,1.0,2008.0,1,0,5210.0,400.0,77.0,0.0,0.0,5,4,False
158,2.0,2010.0,2,1,5709.0,447.0,93.0,0.0,0.0,4,4,False
1,2.0,2011.0,1,1,6195.0,477.0,44.0,0.0,0.0,6,4,False
3529,2.0,2010.0,1,1,5474.0,400.0,148.0,0.0,0.0,4,4,True
2459,1.0,2008.0,1,0,4993.0,507.5,77.0,0.0,0.0,5,4,False
2586,2.0,2012.0,2,0,4449.0,433.0,77.0,0.0,0.0,6,4,True
1045,2.0,2014.0,2,1,7919.0,400.0,66.0,0.0,0.0,6,4,True
3829,3.0,2015.0,2,1,8400.0,473.0,18.0,0.0,0.0,6,2,True
2139,2.0,2011.0,1,1,6176.0,427.0,115.0,0.0,0.0,5,4,False
3055,3.0,2012.0,2,1,6376.0,427.0,26.0,0.0,0.0,4,2,True
217,3.0,2012.0,2,0,4595.0,400.0,77.0,0.0,0.0,3,2,False
3632,3.0,2012.0,1,4,4793.0,450.0,77.0,0.0,0.0,3,2,True
677,2.0,2013.0,2,1,7350.0,403.0,77.0,0.0,0.0,5,4,True
3292,2.0,2014.0,2,1,8153.0,400.0,77.0,0.0,0.0,6,4,False
1993,2.0,2011.0,1,4,4859.0,400.0,77.0,0.0,0.0,1,4,True
3162,2.0,2011.0,2,3,5935.0,480.0,119.0,0.0,0.0,2,4,True
3086,3.0,2012.0,1,1,6406.0,400.0,13.0,0.0,0.0,5,2,True
1284,2.0,2012.0,2,2,6472.0,400.0,50.0,0.0,0.0,3,4,True
1515,3.0,2011.0,1,3,5053.0,400.0,77.0,0.0,0.0,2,4,True
989,3.0,2013.0,2,1,6903.0,400.0,35.0,0.0,0.0,4,2,True
1538,2.0,2009.0,2,0,5076.0,413.0,77.0,0.0,0.0,4,4,False
2848,2.0,2014.0,1,1,7582.0,400.0,64.0,0.0,0.0,6,4,True
139,1.0,2009.0,1,0,5690.0,400.0,80.0,0.0,0.0,1,4,False
3143,1.0,2008.0,2,0,5923.0,400.0,136.0,0.0,0.0,2,4,False
1851,2.0,2014.0,1,1,7872.0,430.0,152.125,0.0,0.0,5,4,True
3077,3.0,2012.0,1,1,6397.0,400.0,42.0,0.0,0.0,5,2,True
2854,3.0,2014.0,2,1,7588.0,433.0,18.0,0.0,0.0,6,2,True
3087,2.0,2010.0,1,1,6407.0,427.0,115.0,0.0,0.0,5,4,False
2682,3.0,2012.0,2,0,4545.0,425.0,77.0,0.0,0.0,5,2,True
429,3.0,2013.0,1,1,7102.0,433.0,77.0,0.0,0.0,6,2,True
290,3.0,2012.0,2,0,4668.0,400.0,77.0,0.0,0.0,4,2,False
823,2.0,2013.0,2,2,6999.0,400.0,92.0,0.0,0.0,3,4,True
1803,2.0,2014.0,2,4,7804.0,400.0,128.0,0.0,0.0,1,4,True
1804,2.0,2014.0,2,4,7805.0,400.0,127.0,0.0,0.0,1,4,True
317,2.0,2009.0,2,0,5121.0,400.0,77.0,0.0,0.0,6,4,False
253,2.0,2012.0,2,0,4631.0,400.0,77.0,0.0,0.0,2,4,False
1882,1.0,2012.0,1,6,4371.0,400.0,77.0,0.0,0.0,6,4,False
621,3.0,2013.0,2,1,7294.0,480.0,77.0,0.0,0.0,4,2,True
2425,1.0,2008.0,1,6,4950.0,400.0,77.0,0.0,0.0,2,4,False
581,3.0,2013.0,2,4,7254.0,460.0,77.0,0.0,0.0,1,2,True
2069,2.0,2011.0,2,2,6106.0,453.0,58.0,0.0,0.0,3,4,False
1530,2.0,2009.0,2,0,5068.0,440.0,77.0,0.0,0.0,4,4,False
1333,2.0,2012.0,2,3,6521.0,460.0,77.0,0.0,0.0,2,4,True
3294,3.0,2014.0,1,1,8155.0,400.0,77.0,0.0,0.0,6,2,False
857,3.0,2013.0,2,4,7033.0,443.0,37.0,0.0,0.0,1,2,True
3509,2.0,2012.0,2,4,5457.0,400.0,136.0,0.0,0.0,1,4,True
2659,3.0,2012.0,2,0,4522.0,427.0,77.0,0.0,0.0,4,2,True
2514,3.0,2010.0,2,4,5590.0,410.0,3.125,0.0,0.0,1,2,False
2813,2.0,2008.0,2,0,5338.0,433.0,77.0,0.0,0.0,5,4,False
770,3.0,2014.0,2,1,8353.0,403.0,37.0,0.0,0.0,5,2,False
1294,2.0,2012.0,2,2,6482.0,413.0,51.0,0.0,0.0,3,4,True
1017,3.0,2012.0,1,1,6930.0,443.0,43.0,0.0,0.0,5,2,False
2478,2.0,2010.0,2,1,5555.0,407.0,14.0,0.0,0.0,6,4,False
2753,2.0,2010.0,2,3,5276.0,403.0,77.0,0.0,0.0,2,4,True
3091,2.0,2008.0,1,0,5876.0,463.0,87.0,0.0,0.0,6,4,False
2492,2.0,2010.0,1,3,5567.0,407.0,29.0,0.0,0.0,2,4,False
219,2.0,2012.0,1,0,4597.0,413.0,77.0,0.0,0.0,2,4,False
1139,2.0,2014.0,2,4,8013.0,437.0,152.125,0.0,0.0,1,4,True
840,3.0,2013.0,1,3,7016.0,440.0,20.0,0.0,0.0,2,2,True
2068,2.0,2011.0,2,2,6105.0,443.0,47.0,0.0,0.0,3,4,False
2205,2.0,2010.0,2,1,5810.0,410.0,84.0,0.0,0.0,4,4,False
1216,3.0,2014.0,2,1,8090.0,497.0,152.125,0.0,0.0,5,2,True
3616,3.0,2012.0,2,0,4722.0,433.0,77.0,0.0,0.0,3,2,False
238,2.0,2012.0,1,0,4616.0,400.0,77.0,0.0,0.0,2,4,False
843,1.0,2012.0,2,3,7019.0,443.0,109.0,0.0,0.0,2,4,False
308,1.0,2008.0,1,0,5108.0,400.0,77.0,0.0,0.0,6,4,False
2935,2.0,2013.0,2,1,7669.0,473.0,137.0,0.0,0.0,4,4,False
2562,2.0,2012.0,2,0,4425.0,400.0,77.0,0.0,0.0,6,4,True
2718,2.0,2010.0,2,1,5241.0,400.0,77.0,0.0,0.0,6,4,True
3418,2.0,2010.0,2,1,5360.0,467.0,57.0,0.0,0.0,6,4,True
2971,2.0,2013.0,1,1,7705.0,477.0,152.0,0.0,0.0,5,4,False
1720,3.0,2014.0,2,1,7736.0,420.0,11.0,0.0,0.0,6,2,True
1088,2.0,2013.0,2,3,7962.0,410.0,108.0,0.0,0.0,2,4,False
3559,1.0,2008.0,2,0,5509.0,410.0,152.125,0.0,0.0,5,4,False
681,3.0,2012.0,1,1,7354.0,463.0,77.0,0.0,0.0,5,4,False
2873,3.0,2014.0,1,2,7607.0,417.0,20.0,0.0,0.0,3,2,True
1191,2.0,2013.0,1,1,8065.0,443.0,152.125,0.0,0.0,5,4,False
3442,3.0,2010.0,2,2,5386.0,450.0,3.125,0.0,0.0,3,2,True
2170,3.0,2011.0,2,2,5775.0,460.0,33.0,0.0,0.0,3,2,True
3370,2.0,2014.0,2,4,8230.0,400.0,77.0,0.0,0.0,1,4,False
1106,2.0,2014.0,1,3,7980.0,460.0,102.0,0.0,0.0,2,4,True
423,2.0,2012.0,2,1,7096.0,423.0,77.0,0.0,0.0,6,4,False
776,1.0,2012.0,2,1,6952.0,400.0,81.0,0.0,0.0,6,4,False
3120,2.0,2011.0,2,2,5890.0,407.0,95.0,0.0,0.0,3,4,True
1544,2.0,2009.0,2,0,5082.0,400.0,77.0,0.0,0.0,4,4,False
1712,1.0,2012.0,2,1,7728.0,400.0,96.0,0.0,0.0,6,4,False
956,3.0,2012.0,2,2,6869.0,467.0,18.0,0.0,0.0,3,2,False
368,1.0,2011.0,1,3,5156.0,400.0,77.0,0.0,0.0,2,4,True
601,3.0,2013.0,2,4,7274.0,463.0,77.0,0.0,0.0,1,2,True
3905,3.0,2015.0,2,1,8478.0,413.0,60.0,0.0,0.0,4,2,True
1552,1.0,2011.0,2,1,7727.0,400.0,97.0,0.0,0.0,6,4,False
2615,1.0,2012.0,2,0,4478.0,400.0,77.0,0.0,0.0,2,4,True
1245,2.0,2011.0,1,1,6433.0,423.0,28.0,0.0,0.0,6,4,False
1361,2.0,2012.0,2,4,6549.0,417.0,152.125,0.0,0.0,1,4,True
3740,1.0,2012.0,2,3,7460.0,400.0,88.0,0.0,0.0,2,4,False
415,2.0,2008.0,1,0,5214.0,400.0,77.0,0.0,0.0,5,4,False
2599,2.0,2012.0,2,0,4462.0,450.0,77.0,0.0,0.0,3,4,True
2342,2.0,2012.0,2,1,6784.0,453.0,109.0,0.0,0.0,4,4,False
2432,0.5,2008.0,2,0,4967.0,400.0,77.0,0.0,0.0,1,4,False
1370,2.0,2012.0,2,4,6558.0,447.0,152.125,0.0,0.0,1,4,True
1098,3.0,2014.0,2,3,7972.0,423.0,29.0,0.0,0.0,2,2,True
3593,1.0,2012.0,1,0,4699.0,400.0,77.0,0.0,0.0,6,4,False
1326,3.0,2012.0,2,3,6514.0,430.0,64.0,0.0,0.0,2,2,True
